year,period,area,adjusted,laborforce,employment,unemployment,unemploymentrate,preliminary,fips,longitude,latitude
2007,November,Madison County,Yes,16524,16183,340,2,No,16065,-111.55837,43.75083
2007,January,Madison County,Yes,15826,15517,309,1.9,No,16065,-111.55837,43.75083
2007,March,Madison County,Yes,15997,15682,314,1.9,No,16065,-111.55837,43.75083
2007,August,Madison County,Yes,16511,16187,323,1.9,No,16065,-111.55837,43.75083
2006,November,Madison County,Yes,15184,14882,301,1.9,No,16065,-111.55837,43.75083
2007,December,Madison County,Yes,16509,16181,328,1.9,No,16065,-111.55837,43.75083
2005,December,Madison County,Yes,14983,14695,288,1.9,No,16065,-111.55837,43.75083
2007,July,Madison County,Yes,16515,16202,313,1.8,No,16065,-111.55837,43.75083
2007,October,Madison County,Yes,16605,16296,308,1.8,No,16065,-111.55837,43.75083
2006,December,Madison County,Yes,15257,15014,243,1.5,No,16065,-111.55837,43.75083
1997,May,Minidoka County,Yes,10280,8896,1383,13.4,No,16067,-113.58081,42.841
1998,February,Minidoka County,Yes,10069,9042,1027,10.2,No,16067,-113.58081,42.841
1999,April,Minidoka County,Yes,9906,9009,897,9,No,16067,-113.58081,42.841
1997,September,Minidoka County,Yes,10046,9147,899,8.9,No,16067,-113.58081,42.841
1997,October,Minidoka County,Yes,9961,9067,893,8.9,No,16067,-113.58081,42.841
1997,November,Minidoka County,Yes,10014,9151,863,8.6,No,16067,-113.58081,42.841
2011,January,Minidoka County,Yes,10390,9498,892,8.5,No,16067,-113.58081,42.841
2010,November,Minidoka County,Yes,10354,9465,888,8.5,No,16067,-113.58081,42.841
1998,December,Minidoka County,Yes,9994,9136,857,8.5,No,16067,-113.58081,42.841
1998,January,Minidoka County,Yes,9859,9029,830,8.4,No,16067,-113.58081,42.841
2010,December,Minidoka County,Yes,10222,9358,863,8.4,No,16067,-113.58081,42.841
1997,December,Minidoka County,Yes,9944,9106,837,8.4,No,16067,-113.58081,42.841
2011,February,Minidoka County,Yes,10333,9486,847,8.1,No,16067,-113.58081,42.841
2011,March,Minidoka County,Yes,10434,9588,845,8.1,No,16067,-113.58081,42.841
2004,February,Minidoka County,Yes,9341,8588,752,8,No,16067,-113.58081,42.841
2004,March,Minidoka County,Yes,9367,8614,753,8,No,16067,-113.58081,42.841
1998,May,Minidoka County,Yes,9744,8961,783,8,No,16067,-113.58081,42.841
2003,December,Minidoka County,Yes,9247,8504,743,8,No,16067,-113.58081,42.841
2010,June,Minidoka County,Yes,9682,8908,774,7.9,No,16067,-113.58081,42.841
1998,June,Minidoka County,Yes,9695,8925,770,7.9,No,16067,-113.58081,42.841
1998,September,Minidoka County,Yes,9892,9101,790,7.9,No,16067,-113.58081,42.841
2010,October,Minidoka County,Yes,10441,9616,825,7.9,No,16067,-113.58081,42.841
2003,November,Minidoka County,Yes,9217,8480,737,7.9,No,16067,-113.58081,42.841
2004,May,Minidoka County,Yes,9415,8672,743,7.8,No,16067,-113.58081,42.841
1998,October,Minidoka County,Yes,9902,9130,772,7.8,No,16067,-113.58081,42.841
1998,November,Minidoka County,Yes,10014,9229,784,7.8,No,16067,-113.58081,42.841
2010,May,Minidoka County,Yes,9736,8985,751,7.7,No,16067,-113.58081,42.841
2003,August,Minidoka County,Yes,9320,8601,719,7.7,No,16067,-113.58081,42.841
2004,January,Minidoka County,Yes,9416,8692,724,7.6,No,16067,-113.58081,42.841
2010,April,Minidoka County,Yes,9827,9076,751,7.6,No,16067,-113.58081,42.841
2004,April,Minidoka County,Yes,9399,8678,721,7.6,No,16067,-113.58081,42.841
2004,July,Minidoka County,Yes,9415,8695,719,7.6,No,16067,-113.58081,42.841
1999,September,Minidoka County,Yes,9990,9224,765,7.6,No,16067,-113.58081,42.841
1998,March,Minidoka County,Yes,9739,9005,733,7.5,No,16067,-113.58081,42.841
2011,April,Minidoka County,Yes,10705,9898,807,7.5,No,16067,-113.58081,42.841
2011,July,Minidoka County,Yes,10470,9674,795,7.5,No,16067,-113.58081,42.841
2010,August,Minidoka County,Yes,10510,9711,798,7.5,No,16067,-113.58081,42.841
2010,September,Minidoka County,Yes,10415,9628,786,7.5,No,16067,-113.58081,42.841
2011,June,Minidoka County,Yes,10474,9695,778,7.4,No,16067,-113.58081,42.841
1999,November,Minidoka County,Yes,9896,9160,735,7.4,No,16067,-113.58081,42.841
2004,June,Minidoka County,Yes,9464,8764,700,7.3,No,16067,-113.58081,42.841
1998,July,Minidoka County,Yes,9908,9180,728,7.3,No,16067,-113.58081,42.841
2010,July,Minidoka County,Yes,10461,9690,770,7.3,No,16067,-113.58081,42.841
2003,June,Minidoka County,Yes,9338,8664,674,7.2,No,16067,-113.58081,42.841
2000,July,Minidoka County,Yes,10427,9676,751,7.2,No,16067,-113.58081,42.841
2003,January,Minidoka County,Yes,9482,8804,677,7.1,No,16067,-113.58081,42.841
2010,January,Minidoka County,Yes,10295,9560,735,7.1,No,16067,-113.58081,42.841
2010,February,Minidoka County,Yes,10231,9504,727,7.1,No,16067,-113.58081,42.841
1999,February,Minidoka County,Yes,9663,8974,689,7.1,No,16067,-113.58081,42.841
1999,March,Minidoka County,Yes,9648,8954,693,7.1,No,16067,-113.58081,42.841
2010,March,Minidoka County,Yes,10211,9483,728,7.1,No,16067,-113.58081,42.841
1998,April,Minidoka County,Yes,9814,9115,698,7.1,No,16067,-113.58081,42.841
1999,August,Minidoka County,Yes,9954,9247,707,7.1,No,16067,-113.58081,42.841
2004,September,Minidoka County,Yes,9309,8642,666,7.1,No,16067,-113.58081,42.841
2004,October,Minidoka County,Yes,9373,8703,669,7.1,No,16067,-113.58081,42.841
2009,December,Minidoka County,Yes,9250,8586,663,7.1,No,16067,-113.58081,42.841
1997,January,Minidoka County,Yes,9966,9260,705,7,No,16067,-113.58081,42.841
2011,August,Minidoka County,Yes,10377,9644,732,7,No,16067,-113.58081,42.841
1998,August,Minidoka County,Yes,9871,9175,696,7,No,16067,-113.58081,42.841
1999,October,Minidoka County,Yes,9906,9203,703,7,No,16067,-113.58081,42.841
2003,May,Minidoka County,Yes,9427,8768,658,6.9,No,16067,-113.58081,42.841
1997,August,Minidoka County,Yes,9853,9171,681,6.9,No,16067,-113.58081,42.841
2003,February,Minidoka County,Yes,9496,8848,648,6.8,No,16067,-113.58081,42.841
2011,May,Minidoka County,Yes,10677,9942,734,6.8,No,16067,-113.58081,42.841
1999,June,Minidoka County,Yes,9890,9212,678,6.8,No,16067,-113.58081,42.841
1997,June,Minidoka County,Yes,9495,8843,652,6.8,No,16067,-113.58081,42.841
2003,July,Minidoka County,Yes,9280,8648,631,6.8,No,16067,-113.58081,42.841
2003,September,Minidoka County,Yes,9234,8604,630,6.8,No,16067,-113.58081,42.841
2011,September,Minidoka County,Yes,10555,9836,719,6.8,No,16067,-113.58081,42.841
2011,October,Minidoka County,Yes,10398,9681,717,6.8,No,16067,-113.58081,42.841
2003,October,Minidoka County,Yes,9276,8642,634,6.8,No,16067,-113.58081,42.841
1999,January,Minidoka County,Yes,9754,9100,653,6.7,No,16067,-113.58081,42.841
1997,February,Minidoka County,Yes,9914,9240,674,6.7,No,16067,-113.58081,42.841
1997,March,Minidoka County,Yes,9946,9273,672,6.7,No,16067,-113.58081,42.841
2003,April,Minidoka County,Yes,9441,8808,633,6.7,No,16067,-113.58081,42.841
1997,July,Minidoka County,Yes,9622,8974,647,6.7,No,16067,-113.58081,42.841
2009,November,Minidoka County,Yes,9242,8620,622,6.7,No,16067,-113.58081,42.841
2004,November,Minidoka County,Yes,9335,8710,624,6.6,No,16067,-113.58081,42.841
2000,February,Minidoka County,Yes,10203,9538,664,6.5,No,16067,-113.58081,42.841
2002,March,Minidoka County,Yes,9901,9255,645,6.5,No,16067,-113.58081,42.841
1999,May,Minidoka County,Yes,9659,9031,628,6.5,No,16067,-113.58081,42.841
2004,August,Minidoka County,Yes,9289,8683,605,6.5,No,16067,-113.58081,42.841
2009,October,Minidoka County,Yes,9178,8576,601,6.5,No,16067,-113.58081,42.841
2002,April,Minidoka County,Yes,9845,9208,637,6.4,No,16067,-113.58081,42.841
1999,July,Minidoka County,Yes,9862,9230,631,6.4,No,16067,-113.58081,42.841
2002,December,Minidoka County,Yes,9850,9224,625,6.3,No,16067,-113.58081,42.841
1999,December,Minidoka County,Yes,9823,9195,628,6.3,No,16067,-113.58081,42.841
2002,February,Minidoka County,Yes,9926,9304,622,6.2,No,16067,-113.58081,42.841
2009,September,Minidoka County,Yes,9297,8716,580,6.2,No,16067,-113.58081,42.841
2002,November,Minidoka County,Yes,9885,9265,619,6.2,No,16067,-113.58081,42.841
2004,December,Minidoka County,Yes,9339,8754,585,6.2,No,16067,-113.58081,42.841
2003,March,Minidoka County,Yes,9462,8877,584,6.1,No,16067,-113.58081,42.841
2002,June,Minidoka County,Yes,9678,9087,590,6.1,No,16067,-113.58081,42.841
2002,September,Minidoka County,Yes,9752,9150,602,6.1,No,16067,-113.58081,42.841
2002,May,Minidoka County,Yes,9773,9186,587,6,No,16067,-113.58081,42.841
2001,November,Minidoka County,Yes,9822,9226,596,6,No,16067,-113.58081,42.841
2002,January,Minidoka County,Yes,9853,9267,586,5.9,No,16067,-113.58081,42.841
2009,July,Minidoka County,Yes,9470,8911,558,5.9,No,16067,-113.58081,42.841
2002,October,Minidoka County,Yes,9734,9153,580,5.9,No,16067,-113.58081,42.841
2001,October,Minidoka County,Yes,9866,9276,590,5.9,No,16067,-113.58081,42.841
2005,January,Minidoka County,Yes,9302,8758,544,5.8,No,16067,-113.58081,42.841
2000,April,Minidoka County,Yes,10030,9445,584,5.8,No,16067,-113.58081,42.841
2000,August,Minidoka County,Yes,10216,9616,599,5.8,No,16067,-113.58081,42.841
2000,January,Minidoka County,Yes,10100,9518,581,5.7,No,16067,-113.58081,42.841
2000,March,Minidoka County,Yes,10152,9565,587,5.7,No,16067,-113.58081,42.841
2000,May,Minidoka County,Yes,10059,9477,582,5.7,No,16067,-113.58081,42.841
2002,July,Minidoka County,Yes,9601,9045,556,5.7,No,16067,-113.58081,42.841
2001,September,Minidoka County,Yes,9799,9236,563,5.7,No,16067,-113.58081,42.841
2005,April,Minidoka County,Yes,9326,8802,523,5.6,No,16067,-113.58081,42.841
1997,April,Minidoka County,Yes,9757,9202,555,5.6,No,16067,-113.58081,42.841
2001,August,Minidoka County,Yes,9880,9323,556,5.6,No,16067,-113.58081,42.841
2001,December,Minidoka County,Yes,9785,9237,548,5.6,No,16067,-113.58081,42.841
2005,February,Minidoka County,Yes,9275,8763,511,5.5,No,16067,-113.58081,42.841
2005,March,Minidoka County,Yes,9284,8768,516,5.5,No,16067,-113.58081,42.841
2009,March,Minidoka County,Yes,9563,9030,533,5.5,No,16067,-113.58081,42.841
2005,May,Minidoka County,Yes,9320,8804,516,5.5,No,16067,-113.58081,42.841
2009,June,Minidoka County,Yes,9528,9002,526,5.5,No,16067,-113.58081,42.841
2009,August,Minidoka County,Yes,9334,8817,517,5.5,No,16067,-113.58081,42.841
2002,August,Minidoka County,Yes,9665,9134,531,5.5,No,16067,-113.58081,42.841
2001,January,Minidoka County,Yes,9839,9307,531,5.4,No,16067,-113.58081,42.841
2001,March,Minidoka County,Yes,9819,9280,538,5.4,No,16067,-113.58081,42.841
2009,May,Minidoka County,Yes,9549,9030,519,5.4,No,16067,-113.58081,42.841
2009,April,Minidoka County,Yes,9631,9119,511,5.3,No,16067,-113.58081,42.841
2005,November,Minidoka County,Yes,9471,8967,504,5.3,No,16067,-113.58081,42.841
2001,February,Minidoka County,Yes,9831,9315,516,5.2,No,16067,-113.58081,42.841
2000,June,Minidoka County,Yes,10079,9552,526,5.2,No,16067,-113.58081,42.841
2000,September,Minidoka County,Yes,10081,9550,531,5.2,No,16067,-113.58081,42.841
2005,September,Minidoka County,Yes,9499,8998,500,5.2,No,16067,-113.58081,42.841
2005,June,Minidoka County,Yes,9282,8808,473,5.1,No,16067,-113.58081,42.841
2001,June,Minidoka County,Yes,9869,9361,507,5.1,No,16067,-113.58081,42.841
2005,August,Minidoka County,Yes,9346,8865,480,5.1,No,16067,-113.58081,42.841
2000,October,Minidoka County,Yes,10113,9592,521,5.1,No,16067,-113.58081,42.841
2005,December,Minidoka County,Yes,9388,8901,486,5.1,No,16067,-113.58081,42.841
2000,December,Minidoka County,Yes,10068,9552,515,5.1,No,16067,-113.58081,42.841
2009,February,Minidoka County,Yes,9605,9119,485,5,No,16067,-113.58081,42.841
2006,March,Minidoka County,Yes,9788,9292,495,5,No,16067,-113.58081,42.841
2001,April,Minidoka County,Yes,9858,9359,499,5,No,16067,-113.58081,42.841
2001,May,Minidoka County,Yes,9792,9297,495,5,No,16067,-113.58081,42.841
2008,September,Minidoka County,Yes,10108,9595,512,5,No,16067,-113.58081,42.841
2006,January,Minidoka County,Yes,9766,9278,488,4.9,No,16067,-113.58081,42.841
2008,October,Minidoka County,Yes,10157,9649,507,4.9,No,16067,-113.58081,42.841
2000,November,Minidoka County,Yes,10152,9647,505,4.9,No,16067,-113.58081,42.841
2009,January,Minidoka County,Yes,9679,9208,470,4.8,No,16067,-113.58081,42.841
2006,February,Minidoka County,Yes,9766,9290,475,4.8,No,16067,-113.58081,42.841
2001,July,Minidoka County,Yes,9741,9265,475,4.8,No,16067,-113.58081,42.841
2005,July,Minidoka County,Yes,9240,8790,450,4.8,No,16067,-113.58081,42.841
2006,August,Minidoka County,Yes,9694,9223,470,4.8,No,16067,-113.58081,42.841
2005,October,Minidoka County,Yes,9437,8978,459,4.8,No,16067,-113.58081,42.841
2006,April,Minidoka County,Yes,9694,9233,460,4.7,No,16067,-113.58081,42.841
2008,December,Minidoka County,Yes,10011,9531,480,4.7,No,16067,-113.58081,42.841
2008,August,Minidoka County,Yes,10151,9678,472,4.6,No,16067,-113.58081,42.841
2008,November,Minidoka County,Yes,10121,9653,468,4.6,No,16067,-113.58081,42.841
2006,May,Minidoka County,Yes,9705,9266,438,4.5,No,16067,-113.58081,42.841
2008,July,Minidoka County,Yes,10192,9742,449,4.4,No,16067,-113.58081,42.841
2008,June,Minidoka County,Yes,10165,9735,430,4.2,No,16067,-113.58081,42.841
2006,June,Minidoka County,Yes,9560,9167,392,4.1,No,16067,-113.58081,42.841
2006,July,Minidoka County,Yes,9689,9292,396,4,No,16067,-113.58081,42.841
2006,October,Minidoka County,Yes,9524,9136,387,4,No,16067,-113.58081,42.841
2008,May,Minidoka County,Yes,10201,9798,403,3.9,No,16067,-113.58081,42.841
2007,June,Minidoka County,Yes,10180,9785,395,3.8,No,16067,-113.58081,42.841
2007,July,Minidoka County,Yes,10139,9749,390,3.8,No,16067,-113.58081,42.841
2007,January,Minidoka County,Yes,9836,9470,365,3.7,No,16067,-113.58081,42.841
2008,April,Minidoka County,Yes,10148,9771,376,3.7,No,16067,-113.58081,42.841
2007,May,Minidoka County,Yes,10099,9717,381,3.7,No,16067,-113.58081,42.841
2006,September,Minidoka County,Yes,9679,9320,359,3.7,No,16067,-113.58081,42.841
2007,February,Minidoka County,Yes,9869,9510,358,3.6,No,16067,-113.58081,42.841
2007,March,Minidoka County,Yes,9846,9489,357,3.6,No,16067,-113.58081,42.841
2007,April,Minidoka County,Yes,10024,9661,362,3.6,No,16067,-113.58081,42.841
2007,December,Minidoka County,Yes,9917,9553,364,3.6,No,16067,-113.58081,42.841
2008,February,Minidoka County,Yes,10018,9667,350,3.5,No,16067,-113.58081,42.841
2007,September,Minidoka County,Yes,10080,9722,357,3.5,No,16067,-113.58081,42.841
2007,October,Minidoka County,Yes,10098,9743,354,3.5,No,16067,-113.58081,42.841
2007,November,Minidoka County,Yes,10016,9656,359,3.5,No,16067,-113.58081,42.841
2006,December,Minidoka County,Yes,9752,9406,346,3.5,No,16067,-113.58081,42.841
2008,January,Minidoka County,Yes,10042,9694,347,3.4,No,16067,-113.58081,42.841
2008,March,Minidoka County,Yes,10075,9732,343,3.4,No,16067,-113.58081,42.841
2006,November,Minidoka County,Yes,9573,9244,329,3.4,No,16067,-113.58081,42.841
2007,August,Minidoka County,Yes,10075,9739,336,3.3,No,16067,-113.58081,42.841
2011,March,Nez Perce County,Yes,18724,17179,1545,8.2,No,16069,-116.62288,46.41818
2011,January,Nez Perce County,Yes,18672,17209,1462,7.8,No,16069,-116.62288,46.41818
2011,February,Nez Perce County,Yes,18761,17292,1468,7.8,No,16069,-116.62288,46.41818
2010,December,Nez Perce County,Yes,18898,17435,1462,7.7,No,16069,-116.62288,46.41818
2011,April,Nez Perce County,Yes,18660,17230,1429,7.6,No,16069,-116.62288,46.41818
2011,May,Nez Perce County,Yes,18872,17448,1424,7.5,No,16069,-116.62288,46.41818
2010,September,Nez Perce County,Yes,18823,17423,1399,7.4,No,16069,-116.62288,46.41818
2011,August,Nez Perce County,Yes,18490,17133,1356,7.3,No,16069,-116.62288,46.41818
2010,August,Nez Perce County,Yes,18836,17453,1382,7.3,No,16069,-116.62288,46.41818
2010,October,Nez Perce County,Yes,18810,17420,1389,7.3,No,16069,-116.62288,46.41818
2010,November,Nez Perce County,Yes,18840,17447,1393,7.3,No,16069,-116.62288,46.41818
2010,January,Nez Perce County,Yes,18899,17522,1376,7.2,No,16069,-116.62288,46.41818
2011,June,Nez Perce County,Yes,18516,17170,1346,7.2,No,16069,-116.62288,46.41818
2011,July,Nez Perce County,Yes,18424,17091,1332,7.2,No,16069,-116.62288,46.41818
2010,June,Nez Perce County,Yes,18980,17614,1365,7.1,No,16069,-116.62288,46.41818
2010,July,Nez Perce County,Yes,18828,17485,1343,7.1,No,16069,-116.62288,46.41818
2011,September,Nez Perce County,Yes,18481,17169,1312,7.1,No,16069,-116.62288,46.41818
2010,February,Nez Perce County,Yes,18785,17454,1330,7,No,16069,-116.62288,46.41818
2010,March,Nez Perce County,Yes,18940,17611,1329,7,No,16069,-116.62288,46.41818
2010,May,Nez Perce County,Yes,18913,17570,1342,7,No,16069,-116.62288,46.41818
2011,October,Nez Perce County,Yes,18310,17066,1244,6.7,No,16069,-116.62288,46.41818
2009,December,Nez Perce County,Yes,18530,17277,1252,6.7,No,16069,-116.62288,46.41818
2009,November,Nez Perce County,Yes,18592,17352,1240,6.6,No,16069,-116.62288,46.41818
2009,October,Nez Perce County,Yes,18504,17310,1193,6.4,No,16069,-116.62288,46.41818
2010,April,Nez Perce County,Yes,18756,17560,1196,6.3,No,16069,-116.62288,46.41818
2009,September,Nez Perce County,Yes,18514,17341,1172,6.3,No,16069,-116.62288,46.41818
2009,August,Nez Perce County,Yes,18597,17445,1151,6.1,No,16069,-116.62288,46.41818
2000,November,Nez Perce County,Yes,18564,17461,1102,5.9,No,16069,-116.62288,46.41818
2009,June,Nez Perce County,Yes,18586,17510,1076,5.7,No,16069,-116.62288,46.41818
2000,September,Nez Perce County,Yes,18543,17479,1064,5.7,No,16069,-116.62288,46.41818
2009,July,Nez Perce County,Yes,18504,17450,1054,5.6,No,16069,-116.62288,46.41818
2000,October,Nez Perce County,Yes,18624,17564,1060,5.6,No,16069,-116.62288,46.41818
2000,December,Nez Perce County,Yes,18608,17554,1054,5.6,No,16069,-116.62288,46.41818
2001,February,Nez Perce County,Yes,19618,18522,1096,5.5,No,16069,-116.62288,46.41818
2009,May,Nez Perce County,Yes,18600,17563,1037,5.5,No,16069,-116.62288,46.41818
2003,June,Nez Perce County,Yes,19226,18150,1075,5.5,No,16069,-116.62288,46.41818
2000,June,Nez Perce County,Yes,19091,18033,1058,5.5,No,16069,-116.62288,46.41818
2000,July,Nez Perce County,Yes,19000,17941,1059,5.5,No,16069,-116.62288,46.41818
2001,March,Nez Perce County,Yes,19521,18455,1066,5.4,No,16069,-116.62288,46.41818
2001,May,Nez Perce County,Yes,19472,18419,1052,5.4,No,16069,-116.62288,46.41818
2002,May,Nez Perce County,Yes,19448,18382,1066,5.4,No,16069,-116.62288,46.41818
2001,January,Nez Perce County,Yes,19637,18590,1047,5.3,No,16069,-116.62288,46.41818
2009,March,Nez Perce County,Yes,19105,18085,1020,5.3,No,16069,-116.62288,46.41818
2009,April,Nez Perce County,Yes,18532,17543,988,5.3,No,16069,-116.62288,46.41818
2002,July,Nez Perce County,Yes,19444,18399,1044,5.3,No,16069,-116.62288,46.41818
2000,August,Nez Perce County,Yes,18819,17816,1002,5.3,No,16069,-116.62288,46.41818
2001,December,Nez Perce County,Yes,19493,18455,1038,5.3,No,16069,-116.62288,46.41818
2002,January,Nez Perce County,Yes,19287,18275,1011,5.2,No,16069,-116.62288,46.41818
2003,January,Nez Perce County,Yes,19145,18134,1010,5.2,No,16069,-116.62288,46.41818
2009,January,Nez Perce County,Yes,18531,17563,967,5.2,No,16069,-116.62288,46.41818
2009,February,Nez Perce County,Yes,18494,17520,974,5.2,No,16069,-116.62288,46.41818
2002,March,Nez Perce County,Yes,19333,18327,1006,5.2,No,16069,-116.62288,46.41818
2001,April,Nez Perce County,Yes,19389,18369,1019,5.2,No,16069,-116.62288,46.41818
2002,February,Nez Perce County,Yes,19483,18473,1010,5.1,No,16069,-116.62288,46.41818
2003,March,Nez Perce County,Yes,19132,18149,982,5.1,No,16069,-116.62288,46.41818
2003,May,Nez Perce County,Yes,19198,18211,986,5.1,No,16069,-116.62288,46.41818
2002,June,Nez Perce County,Yes,19245,18256,989,5.1,No,16069,-116.62288,46.41818
2001,June,Nez Perce County,Yes,19486,18491,995,5.1,No,16069,-116.62288,46.41818
2001,July,Nez Perce County,Yes,19533,18528,1005,5.1,No,16069,-116.62288,46.41818
2003,August,Nez Perce County,Yes,19048,18058,989,5.1,No,16069,-116.62288,46.41818
2003,September,Nez Perce County,Yes,19038,18062,976,5.1,No,16069,-116.62288,46.41818
2003,April,Nez Perce County,Yes,19229,18255,973,5,No,16069,-116.62288,46.41818
2002,April,Nez Perce County,Yes,19421,18436,985,5,No,16069,-116.62288,46.41818
2003,July,Nez Perce County,Yes,19141,18184,957,5,No,16069,-116.62288,46.41818
2001,August,Nez Perce County,Yes,19549,18571,977,5,No,16069,-116.62288,46.41818
2002,September,Nez Perce County,Yes,19273,18290,982,5,No,16069,-116.62288,46.41818
2008,October,Nez Perce County,Yes,18628,17681,947,5,No,16069,-116.62288,46.41818
2001,November,Nez Perce County,Yes,19462,18478,984,5,No,16069,-116.62288,46.41818
2008,November,Nez Perce County,Yes,18569,17630,938,5,No,16069,-116.62288,46.41818
2008,December,Nez Perce County,Yes,18519,17582,936,5,No,16069,-116.62288,46.41818
2002,December,Nez Perce County,Yes,19224,18263,961,5,No,16069,-116.62288,46.41818
2003,February,Nez Perce County,Yes,19168,18218,950,4.9,No,16069,-116.62288,46.41818
2003,October,Nez Perce County,Yes,18988,18056,932,4.9,No,16069,-116.62288,46.41818
2002,October,Nez Perce County,Yes,19143,18189,954,4.9,No,16069,-116.62288,46.41818
2002,August,Nez Perce County,Yes,19265,18338,927,4.8,No,16069,-116.62288,46.41818
2001,September,Nez Perce County,Yes,19532,18576,955,4.8,No,16069,-116.62288,46.41818
2001,October,Nez Perce County,Yes,19562,18609,952,4.8,No,16069,-116.62288,46.41818
2003,November,Nez Perce County,Yes,18966,18037,928,4.8,No,16069,-116.62288,46.41818
2000,February,Nez Perce County,Yes,19087,18185,901,4.7,No,16069,-116.62288,46.41818
2004,April,Nez Perce County,Yes,18691,17810,880,4.7,No,16069,-116.62288,46.41818
2000,May,Nez Perce County,Yes,19263,18355,908,4.7,No,16069,-116.62288,46.41818
2008,August,Nez Perce County,Yes,18605,17729,876,4.7,No,16069,-116.62288,46.41818
2002,November,Nez Perce County,Yes,19188,18279,908,4.7,No,16069,-116.62288,46.41818
2003,December,Nez Perce County,Yes,18928,18026,902,4.7,No,16069,-116.62288,46.41818
2004,March,Nez Perce County,Yes,18876,17995,880,4.6,No,16069,-116.62288,46.41818
2004,May,Nez Perce County,Yes,18523,17668,854,4.6,No,16069,-116.62288,46.41818
2008,July,Nez Perce County,Yes,18629,17767,862,4.6,No,16069,-116.62288,46.41818
2004,August,Nez Perce County,Yes,18516,17656,859,4.6,No,16069,-116.62288,46.41818
2004,January,Nez Perce County,Yes,18703,17855,847,4.5,No,16069,-116.62288,46.41818
2004,February,Nez Perce County,Yes,18805,17953,852,4.5,No,16069,-116.62288,46.41818
2000,April,Nez Perce County,Yes,19144,18272,872,4.5,No,16069,-116.62288,46.41818
2004,June,Nez Perce County,Yes,18698,17852,846,4.5,No,16069,-116.62288,46.41818
2004,July,Nez Perce County,Yes,18614,17764,850,4.5,No,16069,-116.62288,46.41818
2008,September,Nez Perce County,Yes,18555,17708,846,4.5,No,16069,-116.62288,46.41818
2000,January,Nez Perce County,Yes,18971,18123,847,4.4,No,16069,-116.62288,46.41818
2005,February,Nez Perce County,Yes,19012,18167,845,4.4,No,16069,-116.62288,46.41818
2000,March,Nez Perce County,Yes,19204,18344,860,4.4,No,16069,-116.62288,46.41818
2005,April,Nez Perce County,Yes,19077,18219,858,4.4,No,16069,-116.62288,46.41818
2004,November,Nez Perce County,Yes,18783,17949,833,4.4,No,16069,-116.62288,46.41818
2004,December,Nez Perce County,Yes,18837,17991,845,4.4,No,16069,-116.62288,46.41818
2004,October,Nez Perce County,Yes,18749,17932,817,4.3,No,16069,-116.62288,46.41818
2005,March,Nez Perce County,Yes,19053,18245,808,4.2,No,16069,-116.62288,46.41818
2004,September,Nez Perce County,Yes,18814,18009,805,4.2,No,16069,-116.62288,46.41818
2005,January,Nez Perce County,Yes,19121,18328,792,4.1,No,16069,-116.62288,46.41818
2005,May,Nez Perce County,Yes,19135,18338,796,4.1,No,16069,-116.62288,46.41818
2008,May,Nez Perce County,Yes,18558,17782,775,4.1,No,16069,-116.62288,46.41818
2008,June,Nez Perce County,Yes,18568,17806,761,4.1,No,16069,-116.62288,46.41818
2005,August,Nez Perce County,Yes,19052,18259,792,4.1,No,16069,-116.62288,46.41818
2005,June,Nez Perce County,Yes,18983,18219,764,4,No,16069,-116.62288,46.41818
2005,July,Nez Perce County,Yes,18939,18174,765,4,No,16069,-116.62288,46.41818
2005,September,Nez Perce County,Yes,18894,18151,743,3.9,No,16069,-116.62288,46.41818
1998,October,Nez Perce County,Yes,23888,22939,949,3.9,No,16069,-116.62288,46.41818
1998,November,Nez Perce County,Yes,23783,22850,933,3.9,No,16069,-116.62288,46.41818
1997,December,Nez Perce County,Yes,23300,22380,919,3.9,No,16069,-116.62288,46.41818
1999,January,Nez Perce County,Yes,23752,22849,903,3.8,No,16069,-116.62288,46.41818
1999,March,Nez Perce County,Yes,23803,22877,926,3.8,No,16069,-116.62288,46.41818
1999,April,Nez Perce County,Yes,23725,22811,914,3.8,No,16069,-116.62288,46.41818
1999,June,Nez Perce County,Yes,23475,22571,904,3.8,No,16069,-116.62288,46.41818
1998,July,Nez Perce County,Yes,23932,23009,922,3.8,No,16069,-116.62288,46.41818
1998,August,Nez Perce County,Yes,23972,23054,917,3.8,No,16069,-116.62288,46.41818
1999,February,Nez Perce County,Yes,23775,22890,885,3.7,No,16069,-116.62288,46.41818
1998,February,Nez Perce County,Yes,23564,22690,874,3.7,No,16069,-116.62288,46.41818
1998,March,Nez Perce County,Yes,23531,22651,879,3.7,No,16069,-116.62288,46.41818
1998,April,Nez Perce County,Yes,23440,22553,886,3.7,No,16069,-116.62288,46.41818
1998,May,Nez Perce County,Yes,23481,22594,886,3.7,No,16069,-116.62288,46.41818
1999,July,Nez Perce County,Yes,22961,22108,852,3.7,No,16069,-116.62288,46.41818
1999,August,Nez Perce County,Yes,23007,22146,860,3.7,No,16069,-116.62288,46.41818
1998,September,Nez Perce County,Yes,24017,23111,906,3.7,No,16069,-116.62288,46.41818
1999,September,Nez Perce County,Yes,23184,22311,873,3.7,No,16069,-116.62288,46.41818
2005,December,Nez Perce County,Yes,19387,18652,734,3.7,No,16069,-116.62288,46.41818
