year,period,area,adjusted,laborforce,employment,unemployment,unemploymentrate,preliminary,fips,longitude,latitude
2007,March,Kootenai County,Yes,68940,66885,2054,2.9,No,16055,-116.62221,47.75684
2007,April,Kootenai County,Yes,68379,66391,1987,2.9,No,16055,-116.62221,47.75684
2007,May,Kootenai County,Yes,68603,66602,2000,2.9,No,16055,-116.62221,47.75684
2007,July,Kootenai County,Yes,69266,67192,2073,2.9,No,16055,-116.62221,47.75684
2007,August,Kootenai County,Yes,69658,67583,2075,2.9,No,16055,-116.62221,47.75684
2006,August,Kootenai County,Yes,67711,65689,2021,2.9,No,16055,-116.62221,47.75684
2006,September,Kootenai County,Yes,67916,65881,2035,2.9,No,16055,-116.62221,47.75684
2006,October,Kootenai County,Yes,67647,65624,2023,2.9,No,16055,-116.62221,47.75684
2010,October,Latah County,Yes,16194,14749,1444,8.9,No,16057,-116.67642,46.73604
2010,December,Latah County,Yes,15965,14566,1399,8.7,No,16057,-116.67642,46.73604
2010,November,Latah County,Yes,15927,14546,1381,8.6,No,16057,-116.67642,46.73604
2011,January,Latah County,Yes,18196,16651,1545,8.4,No,16057,-116.67642,46.73604
2011,August,Latah County,Yes,17401,15956,1445,8.3,No,16057,-116.67642,46.73604
2010,August,Latah County,Yes,17149,15720,1428,8.3,No,16057,-116.67642,46.73604
2010,September,Latah County,Yes,16884,15479,1404,8.3,No,16057,-116.67642,46.73604
2011,June,Latah County,Yes,17033,15627,1406,8.2,No,16057,-116.67642,46.73604
2010,July,Latah County,Yes,17172,15757,1414,8.2,No,16057,-116.67642,46.73604
2011,April,Latah County,Yes,17860,16465,1395,7.8,No,16057,-116.67642,46.73604
2010,January,Latah County,Yes,17675,16301,1373,7.7,No,16057,-116.67642,46.73604
2011,February,Latah County,Yes,17587,16225,1362,7.7,No,16057,-116.67642,46.73604
2011,March,Latah County,Yes,17053,15733,1319,7.7,No,16057,-116.67642,46.73604
2011,July,Latah County,Yes,18188,16785,1402,7.7,No,16057,-116.67642,46.73604
2011,September,Latah County,Yes,17573,16203,1369,7.7,No,16057,-116.67642,46.73604
2011,October,Latah County,Yes,17331,16025,1305,7.5,No,16057,-116.67642,46.73604
2010,February,Latah County,Yes,17592,16298,1293,7.3,No,16057,-116.67642,46.73604
2010,June,Latah County,Yes,18195,16863,1331,7.3,No,16057,-116.67642,46.73604
2011,May,Latah County,Yes,17922,16618,1303,7.2,No,16057,-116.67642,46.73604
2010,May,Latah County,Yes,18073,16775,1298,7.1,No,16057,-116.67642,46.73604
2009,December,Latah County,Yes,17430,16180,1249,7.1,No,16057,-116.67642,46.73604
2009,November,Latah County,Yes,17702,16455,1247,7,No,16057,-116.67642,46.73604
2009,October,Latah County,Yes,17940,16688,1252,6.9,No,16057,-116.67642,46.73604
2010,March,Latah County,Yes,17548,16344,1203,6.8,No,16057,-116.67642,46.73604
2010,April,Latah County,Yes,17812,16602,1210,6.7,No,16057,-116.67642,46.73604
2009,August,Latah County,Yes,17544,16405,1139,6.4,No,16057,-116.67642,46.73604
2009,September,Latah County,Yes,17836,16681,1155,6.4,No,16057,-116.67642,46.73604
2009,July,Latah County,Yes,18024,16915,1109,6.1,No,16057,-116.67642,46.73604
2009,June,Latah County,Yes,17740,16731,1009,5.6,No,16057,-116.67642,46.73604
2009,May,Latah County,Yes,17692,16730,962,5.4,No,16057,-116.67642,46.73604
2009,February,Latah County,Yes,17566,16628,938,5.3,No,16057,-116.67642,46.73604
2009,March,Latah County,Yes,17649,16741,908,5.1,No,16057,-116.67642,46.73604
2008,December,Latah County,Yes,17522,16620,902,5.1,No,16057,-116.67642,46.73604
2000,September,Latah County,Yes,16904,16046,857,5,No,16057,-116.67642,46.73604
2000,October,Latah County,Yes,17194,16319,874,5,No,16057,-116.67642,46.73604
2009,April,Latah County,Yes,17708,16824,884,4.9,No,16057,-116.67642,46.73604
2000,August,Latah County,Yes,17326,16487,838,4.8,No,16057,-116.67642,46.73604
2009,January,Latah County,Yes,17618,16775,842,4.7,No,16057,-116.67642,46.73604
2002,May,Latah County,Yes,16008,15249,759,4.7,No,16057,-116.67642,46.73604
2002,June,Latah County,Yes,16273,15505,768,4.7,No,16057,-116.67642,46.73604
2008,November,Latah County,Yes,17900,17055,845,4.7,No,16057,-116.67642,46.73604
2003,January,Latah County,Yes,16539,15769,769,4.6,No,16057,-116.67642,46.73604
2002,April,Latah County,Yes,16016,15266,749,4.6,No,16057,-116.67642,46.73604
2008,September,Latah County,Yes,17019,16231,787,4.6,No,16057,-116.67642,46.73604
2003,March,Latah County,Yes,15860,15134,725,4.5,No,16057,-116.67642,46.73604
2002,October,Latah County,Yes,16626,15877,749,4.5,No,16057,-116.67642,46.73604
2000,November,Latah County,Yes,17212,16421,790,4.5,No,16057,-116.67642,46.73604
2002,November,Latah County,Yes,16608,15847,760,4.5,No,16057,-116.67642,46.73604
2001,June,Latah County,Yes,16957,16199,758,4.4,No,16057,-116.67642,46.73604
2000,June,Latah County,Yes,18141,17332,808,4.4,No,16057,-116.67642,46.73604
2000,July,Latah County,Yes,17464,16685,779,4.4,No,16057,-116.67642,46.73604
2001,July,Latah County,Yes,17199,16428,770,4.4,No,16057,-116.67642,46.73604
2002,July,Latah County,Yes,17390,16612,777,4.4,No,16057,-116.67642,46.73604
2002,August,Latah County,Yes,17431,16653,778,4.4,No,16057,-116.67642,46.73604
2002,September,Latah County,Yes,17262,16501,760,4.4,No,16057,-116.67642,46.73604
2008,October,Latah County,Yes,17656,16865,790,4.4,No,16057,-116.67642,46.73604
2001,January,Latah County,Yes,16979,16233,745,4.3,No,16057,-116.67642,46.73604
2002,January,Latah County,Yes,16517,15802,715,4.3,No,16057,-116.67642,46.73604
2003,February,Latah County,Yes,15923,15223,699,4.3,No,16057,-116.67642,46.73604
2001,February,Latah County,Yes,17402,16644,758,4.3,No,16057,-116.67642,46.73604
2002,March,Latah County,Yes,16095,15395,699,4.3,No,16057,-116.67642,46.73604
2003,April,Latah County,Yes,15858,15162,696,4.3,No,16057,-116.67642,46.73604
2003,June,Latah County,Yes,15910,15225,685,4.3,No,16057,-116.67642,46.73604
2008,August,Latah County,Yes,17101,16355,746,4.3,No,16057,-116.67642,46.73604
2001,September,Latah County,Yes,17218,16474,744,4.3,No,16057,-116.67642,46.73604
2003,September,Latah County,Yes,16647,15924,722,4.3,No,16057,-116.67642,46.73604
2003,October,Latah County,Yes,15575,14895,679,4.3,No,16057,-116.67642,46.73604
2001,October,Latah County,Yes,17638,16873,765,4.3,No,16057,-116.67642,46.73604
2003,November,Latah County,Yes,15616,14937,679,4.3,No,16057,-116.67642,46.73604
2003,December,Latah County,Yes,15616,14938,677,4.3,No,16057,-116.67642,46.73604
2002,December,Latah County,Yes,16615,15896,719,4.3,No,16057,-116.67642,46.73604
2003,May,Latah County,Yes,15726,15052,673,4.2,No,16057,-116.67642,46.73604
2000,December,Latah County,Yes,17219,16489,729,4.2,No,16057,-116.67642,46.73604
1998,February,Latah County,Yes,14948,14335,613,4.1,No,16057,-116.67642,46.73604
2000,May,Latah County,Yes,18745,17972,772,4.1,No,16057,-116.67642,46.73604
2003,August,Latah County,Yes,16659,15963,695,4.1,No,16057,-116.67642,46.73604
2001,December,Latah County,Yes,17610,16873,737,4.1,No,16057,-116.67642,46.73604
2000,January,Latah County,Yes,17481,16780,701,4,No,16057,-116.67642,46.73604
2002,February,Latah County,Yes,16049,15402,646,4,No,16057,-116.67642,46.73604
2001,May,Latah County,Yes,17551,16836,714,4,No,16057,-116.67642,46.73604
2003,July,Latah County,Yes,16550,15881,668,4,No,16057,-116.67642,46.73604
2008,July,Latah County,Yes,16931,16251,679,4,No,16057,-116.67642,46.73604
2001,August,Latah County,Yes,17117,16422,694,4,No,16057,-116.67642,46.73604
2001,November,Latah County,Yes,17625,16906,719,4,No,16057,-116.67642,46.73604
2000,March,Latah County,Yes,17453,16771,682,3.9,No,16057,-116.67642,46.73604
2001,April,Latah County,Yes,17341,16649,692,3.9,No,16057,-116.67642,46.73604
2001,March,Latah County,Yes,17403,16740,662,3.8,No,16057,-116.67642,46.73604
2008,May,Latah County,Yes,16618,15971,647,3.8,No,16057,-116.67642,46.73604
2004,June,Latah County,Yes,17201,16536,665,3.8,No,16057,-116.67642,46.73604
2004,July,Latah County,Yes,17414,16739,675,3.8,No,16057,-116.67642,46.73604
2004,August,Latah County,Yes,17364,16695,669,3.8,No,16057,-116.67642,46.73604
2004,January,Latah County,Yes,17460,16807,653,3.7,No,16057,-116.67642,46.73604
1997,April,Latah County,Yes,14595,14053,542,3.7,No,16057,-116.67642,46.73604
2008,June,Latah County,Yes,17483,16830,653,3.7,No,16057,-116.67642,46.73604
2000,February,Latah County,Yes,17491,16845,646,3.6,No,16057,-116.67642,46.73604
1997,March,Latah County,Yes,14694,14160,534,3.6,No,16057,-116.67642,46.73604
2004,March,Latah County,Yes,18164,17498,665,3.6,No,16057,-116.67642,46.73604
1997,May,Latah County,Yes,14378,13859,519,3.6,No,16057,-116.67642,46.73604
2004,February,Latah County,Yes,18027,17383,644,3.5,No,16057,-116.67642,46.73604
2008,April,Latah County,Yes,16733,16134,599,3.5,No,16057,-116.67642,46.73604
2004,April,Latah County,Yes,17867,17239,627,3.5,No,16057,-116.67642,46.73604
1998,April,Latah County,Yes,14689,14169,519,3.5,No,16057,-116.67642,46.73604
2004,May,Latah County,Yes,17725,17088,637,3.5,No,16057,-116.67642,46.73604
2004,September,Latah County,Yes,18266,17615,651,3.5,No,16057,-116.67642,46.73604
1997,December,Latah County,Yes,14653,14138,515,3.5,No,16057,-116.67642,46.73604
2005,January,Latah County,Yes,17162,16576,586,3.4,No,16057,-116.67642,46.73604
2005,February,Latah County,Yes,17455,16861,593,3.4,No,16057,-116.67642,46.73604
1997,February,Latah County,Yes,14600,14095,505,3.4,No,16057,-116.67642,46.73604
1998,March,Latah County,Yes,14809,14305,504,3.4,No,16057,-116.67642,46.73604
1999,March,Latah County,Yes,15043,14531,511,3.4,No,16057,-116.67642,46.73604
2000,April,Latah County,Yes,18857,18198,659,3.4,No,16057,-116.67642,46.73604
1999,April,Latah County,Yes,14769,14263,506,3.4,No,16057,-116.67642,46.73604
2005,May,Latah County,Yes,17740,17128,612,3.4,No,16057,-116.67642,46.73604
2005,August,Latah County,Yes,17445,16850,595,3.4,No,16057,-116.67642,46.73604
1998,August,Latah County,Yes,15211,14683,528,3.4,No,16057,-116.67642,46.73604
1998,September,Latah County,Yes,15160,14630,529,3.4,No,16057,-116.67642,46.73604
2004,October,Latah County,Yes,17814,17202,612,3.4,No,16057,-116.67642,46.73604
1998,December,Latah County,Yes,14951,14439,511,3.4,No,16057,-116.67642,46.73604
2005,April,Latah County,Yes,17600,17005,594,3.3,No,16057,-116.67642,46.73604
1999,May,Latah County,Yes,14779,14290,488,3.3,No,16057,-116.67642,46.73604
1997,June,Latah County,Yes,15018,14521,496,3.3,No,16057,-116.67642,46.73604
1997,August,Latah County,Yes,15012,14515,497,3.3,No,16057,-116.67642,46.73604
1997,September,Latah County,Yes,14914,14418,496,3.3,No,16057,-116.67642,46.73604
2005,September,Latah County,Yes,17106,16533,572,3.3,No,16057,-116.67642,46.73604
2004,December,Latah County,Yes,17580,16994,585,3.3,No,16057,-116.67642,46.73604
1997,January,Latah County,Yes,14989,14498,491,3.2,No,16057,-116.67642,46.73604
1998,January,Latah County,Yes,15400,14900,500,3.2,No,16057,-116.67642,46.73604
1999,February,Latah County,Yes,15051,14563,488,3.2,No,16057,-116.67642,46.73604
2005,March,Latah County,Yes,17654,17072,581,3.2,No,16057,-116.67642,46.73604
2008,March,Latah County,Yes,17367,16804,563,3.2,No,16057,-116.67642,46.73604
1997,July,Latah County,Yes,15078,14582,495,3.2,No,16057,-116.67642,46.73604
2005,July,Latah County,Yes,17635,17059,576,3.2,No,16057,-116.67642,46.73604
1998,October,Latah County,Yes,14969,14479,489,3.2,No,16057,-116.67642,46.73604
1997,October,Latah County,Yes,14626,14156,470,3.2,No,16057,-116.67642,46.73604
1998,November,Latah County,Yes,14961,14469,492,3.2,No,16057,-116.67642,46.73604
2004,November,Latah County,Yes,17713,17134,579,3.2,No,16057,-116.67642,46.73604
2005,June,Latah County,Yes,18299,17724,575,3.1,No,16057,-116.67642,46.73604
1998,June,Latah County,Yes,15139,14668,470,3.1,No,16057,-116.67642,46.73604
2005,November,Latah County,Yes,18226,17660,566,3.1,No,16057,-116.67642,46.73604
1999,January,Latah County,Yes,15628,15146,482,3,No,16057,-116.67642,46.73604
1998,July,Latah County,Yes,15150,14690,459,3,No,16057,-116.67642,46.73604
2005,October,Latah County,Yes,18190,17630,560,3,No,16057,-116.67642,46.73604
1997,November,Latah County,Yes,14637,14195,441,3,No,16057,-116.67642,46.73604
1999,December,Latah County,Yes,14636,14197,439,3,No,16057,-116.67642,46.73604
2006,January,Latah County,Yes,17717,17198,518,2.9,No,16057,-116.67642,46.73604
2008,February,Latah County,Yes,17502,16978,524,2.9,No,16057,-116.67642,46.73604
1998,May,Latah County,Yes,14584,14153,431,2.9,No,16057,-116.67642,46.73604
1999,July,Latah County,Yes,14781,14350,431,2.9,No,16057,-116.67642,46.73604
1999,November,Latah County,Yes,14612,14186,425,2.9,No,16057,-116.67642,46.73604
2007,December,Latah County,Yes,16972,16464,508,2.9,No,16057,-116.67642,46.73604
2006,June,Latah County,Yes,16799,16314,484,2.8,No,16057,-116.67642,46.73604
1999,June,Latah County,Yes,15066,14634,432,2.8,No,16057,-116.67642,46.73604
2006,April,Latah County,Yes,17279,16807,472,2.7,No,16057,-116.67642,46.73604
2006,May,Latah County,Yes,17071,16606,464,2.7,No,16057,-116.67642,46.73604
2005,December,Latah County,Yes,18147,17641,506,2.7,No,16057,-116.67642,46.73604
2008,January,Latah County,Yes,17555,17092,462,2.6,No,16057,-116.67642,46.73604
2007,February,Latah County,Yes,17324,16870,453,2.6,No,16057,-116.67642,46.73604
2006,February,Latah County,Yes,17409,16940,469,2.6,No,16057,-116.67642,46.73604
2006,March,Latah County,Yes,17303,16840,462,2.6,No,16057,-116.67642,46.73604
2007,June,Latah County,Yes,16398,15957,441,2.6,No,16057,-116.67642,46.73604
2006,July,Latah County,Yes,17412,16952,459,2.6,No,16057,-116.67642,46.73604
1999,October,Latah County,Yes,14551,14172,378,2.6,No,16057,-116.67642,46.73604
2007,March,Latah County,Yes,17181,16749,431,2.5,No,16057,-116.67642,46.73604
2007,July,Latah County,Yes,16439,16019,419,2.5,No,16057,-116.67642,46.73604
2006,August,Latah County,Yes,17320,16879,441,2.5,No,16057,-116.67642,46.73604
1999,August,Latah County,Yes,14864,14480,384,2.5,No,16057,-116.67642,46.73604
2006,September,Latah County,Yes,17476,17039,437,2.5,No,16057,-116.67642,46.73604
2007,September,Latah County,Yes,17107,16674,432,2.5,No,16057,-116.67642,46.73604
2007,October,Latah County,Yes,17176,16738,438,2.5,No,16057,-116.67642,46.73604
2007,November,Latah County,Yes,16882,16449,433,2.5,No,16057,-116.67642,46.73604
2007,April,Latah County,Yes,17077,16650,426,2.4,No,16057,-116.67642,46.73604
2007,May,Latah County,Yes,16706,16303,403,2.4,No,16057,-116.67642,46.73604
1999,September,Latah County,Yes,14787,14422,364,2.4,No,16057,-116.67642,46.73604
2007,January,Latah County,Yes,17417,17010,406,2.3,No,16057,-116.67642,46.73604
2007,August,Latah County,Yes,17102,16699,402,2.3,No,16057,-116.67642,46.73604
2006,November,Latah County,Yes,20812,20376,435,2,No,16057,-116.67642,46.73604
2006,October,Latah County,Yes,20874,20459,414,1.9,No,16057,-116.67642,46.73604
2006,December,Latah County,Yes,20412,20049,362,1.7,No,16057,-116.67642,46.73604
2011,April,Lemhi County,Yes,3679,3246,433,11.7,No,16059,-113.92306,45.03646
2011,May,Lemhi County,Yes,3683,3250,433,11.7,No,16059,-113.92306,45.03646
2011,March,Lemhi County,Yes,3747,3313,433,11.5,No,16059,-113.92306,45.03646
2011,February,Lemhi County,Yes,3792,3357,435,11.4,No,16059,-113.92306,45.03646
2011,July,Lemhi County,Yes,3667,3247,420,11.4,No,16059,-113.92306,45.03646
2011,August,Lemhi County,Yes,3640,3228,411,11.3,No,16059,-113.92306,45.03646
2011,October,Lemhi County,Yes,3480,3090,390,11.2,No,16059,-113.92306,45.03646
2010,November,Lemhi County,Yes,3724,3305,418,11.2,No,16059,-113.92306,45.03646
2010,October,Lemhi County,Yes,3722,3307,414,11.1,No,16059,-113.92306,45.03646
2011,January,Lemhi County,Yes,3784,3367,417,11,No,16059,-113.92306,45.03646
2010,August,Lemhi County,Yes,3737,3324,412,11,No,16059,-113.92306,45.03646
2010,September,Lemhi County,Yes,3758,3344,414,11,No,16059,-113.92306,45.03646
2010,December,Lemhi County,Yes,3697,3289,408,11,No,16059,-113.92306,45.03646
2011,June,Lemhi County,Yes,3701,3294,406,10.9,No,16059,-113.92306,45.03646
2010,July,Lemhi County,Yes,3768,3354,413,10.9,No,16059,-113.92306,45.03646
2011,September,Lemhi County,Yes,3609,3212,396,10.9,No,16059,-113.92306,45.03646
2010,April,Lemhi County,Yes,3986,3589,396,9.9,No,16059,-113.92306,45.03646
1997,April,Lemhi County,Yes,4067,3661,406,9.9,No,16059,-113.92306,45.03646
2010,May,Lemhi County,Yes,3941,3549,391,9.9,No,16059,-113.92306,45.03646
2010,March,Lemhi County,Yes,3782,3410,371,9.8,No,16059,-113.92306,45.03646
2010,June,Lemhi County,Yes,3979,3587,392,9.8,No,16059,-113.92306,45.03646
1997,June,Lemhi County,Yes,4131,3738,392,9.5,No,16059,-113.92306,45.03646
1997,July,Lemhi County,Yes,4112,3719,392,9.5,No,16059,-113.92306,45.03646
2010,January,Lemhi County,Yes,3791,3431,360,9.4,No,16059,-113.92306,45.03646
2010,February,Lemhi County,Yes,3766,3410,356,9.4,No,16059,-113.92306,45.03646
1997,August,Lemhi County,Yes,4141,3751,390,9.4,No,16059,-113.92306,45.03646
1997,February,Lemhi County,Yes,4066,3691,375,9.2,No,16059,-113.92306,45.03646
1997,March,Lemhi County,Yes,4051,3677,374,9.2,No,16059,-113.92306,45.03646
2000,November,Lemhi County,Yes,3781,3436,345,9.1,No,16059,-113.92306,45.03646
1997,May,Lemhi County,Yes,4100,3727,372,9,No,16059,-113.92306,45.03646
1998,June,Lemhi County,Yes,4053,3687,366,9,No,16059,-113.92306,45.03646
1997,September,Lemhi County,Yes,4132,3758,374,9,No,16059,-113.92306,45.03646
2009,December,Lemhi County,Yes,3916,3567,349,8.9,No,16059,-113.92306,45.03646
1997,January,Lemhi County,Yes,4061,3702,358,8.8,No,16059,-113.92306,45.03646
1998,May,Lemhi County,Yes,4083,3722,360,8.8,No,16059,-113.92306,45.03646
1998,September,Lemhi County,Yes,4079,3716,362,8.8,No,16059,-113.92306,45.03646
1998,January,Lemhi County,Yes,4116,3766,349,8.5,No,16059,-113.92306,45.03646
1998,April,Lemhi County,Yes,4057,3712,345,8.5,No,16059,-113.92306,45.03646
1998,July,Lemhi County,Yes,4036,3690,346,8.5,No,16059,-113.92306,45.03646
2000,July,Lemhi County,Yes,3755,3435,320,8.5,No,16059,-113.92306,45.03646
1998,August,Lemhi County,Yes,4049,3704,345,8.5,No,16059,-113.92306,45.03646
2000,December,Lemhi County,Yes,3751,3431,319,8.5,No,16059,-113.92306,45.03646
1997,December,Lemhi County,Yes,4120,3766,353,8.5,No,16059,-113.92306,45.03646
2000,May,Lemhi County,Yes,3886,3558,328,8.4,No,16059,-113.92306,45.03646
1997,October,Lemhi County,Yes,4159,3805,353,8.4,No,16059,-113.92306,45.03646
1997,November,Lemhi County,Yes,4138,3788,349,8.4,No,16059,-113.92306,45.03646
1999,January,Lemhi County,Yes,4017,3682,335,8.3,No,16059,-113.92306,45.03646
1998,October,Lemhi County,Yes,4109,3768,341,8.3,No,16059,-113.92306,45.03646
1998,March,Lemhi County,Yes,4108,3770,337,8.2,No,16059,-113.92306,45.03646
2009,June,Lemhi County,Yes,3874,3553,321,8.2,No,16059,-113.92306,45.03646
2009,August,Lemhi County,Yes,3982,3655,326,8.2,No,16059,-113.92306,45.03646
2009,November,Lemhi County,Yes,3957,3632,324,8.2,No,16059,-113.92306,45.03646
1998,November,Lemhi County,Yes,4054,3724,329,8.1,No,16059,-113.92306,45.03646
2008,November,Lemhi County,Yes,3560,3271,288,8.1,No,16059,-113.92306,45.03646
1998,December,Lemhi County,Yes,4030,3703,326,8.1,No,16059,-113.92306,45.03646
1998,February,Lemhi County,Yes,4096,3767,328,8,No,16059,-113.92306,45.03646
2000,June,Lemhi County,Yes,3828,3518,309,8,No,16059,-113.92306,45.03646
2009,July,Lemhi County,Yes,3925,3610,315,8,No,16059,-113.92306,45.03646
2009,September,Lemhi County,Yes,3951,3632,318,8,No,16059,-113.92306,45.03646
2009,October,Lemhi County,Yes,3998,3677,321,8,No,16059,-113.92306,45.03646
1999,December,Lemhi County,Yes,3731,3429,301,8,No,16059,-113.92306,45.03646
2001,January,Lemhi County,Yes,3881,3571,310,7.9,No,16059,-113.92306,45.03646
2001,February,Lemhi County,Yes,3888,3578,310,7.9,No,16059,-113.92306,45.03646
2000,August,Lemhi County,Yes,3737,3441,296,7.9,No,16059,-113.92306,45.03646
1999,July,Lemhi County,Yes,3745,3450,294,7.8,No,16059,-113.92306,45.03646
2000,September,Lemhi County,Yes,3730,3438,292,7.8,No,16059,-113.92306,45.03646
2001,March,Lemhi County,Yes,3870,3571,298,7.7,No,16059,-113.92306,45.03646
